BellmanFord;10;9;4.0542
BellmanFord;11;10;5.40773
BellmanFord;12;11;6.4724
BellmanFord;13;12;8.9746
BellmanFord;14;13;11.9577
BellmanFord;15;14;12.2474
BellmanFord;16;15;18.1575
BellmanFord;17;16;19.5318
BellmanFord;18;17;24.5818
BellmanFord;19;18;27.6414
BellmanFord;20;19;34.6401
BellmanFord;21;20;39.6672
BellmanFord;22;21;44.7309
BellmanFord;23;22;46.6
BellmanFord;24;23;55.4264
BellmanFord;25;24;69.0324
BellmanFord;26;25;73.2443
BellmanFord;27;26;79.1953
BellmanFord;28;27;91.5707
BellmanFord;29;28;100.618
BellmanFord;30;29;113.848
BellmanFord;31;30;123.537
BellmanFord;32;31;132.889
BellmanFord;33;32;146.744
BellmanFord;34;33;168.287
BellmanFord;35;34;174.059
BellmanFord;36;35;196.644
BellmanFord;37;36;204.927
BellmanFord;38;37;228.186
BellmanFord;39;38;255.705
BellmanFord;3;2;0.0746667
BellmanFord;40;39;274.157
BellmanFord;41;40;286.784
BellmanFord;42;41;316.101
BellmanFord;43;42;325.306
BellmanFord;44;43;369.678
BellmanFord;45;44;376.47
BellmanFord;46;45;438.436
BellmanFord;47;46;458.948
BellmanFord;48;47;503.315
BellmanFord;49;48;508.087
BellmanFord;4;3;0.1892
BellmanFord;50;49;541.181
BellmanFord;51;50;624.08
BellmanFord;52;51;585.644
BellmanFord;53;52;655.138
BellmanFord;54;53;739.608
BellmanFord;55;54;706.712
BellmanFord;56;55;777.939
BellmanFord;57;56;800.002
BellmanFord;58;57;848.414
BellmanFord;59;58;945.408
BellmanFord;5;4;0.402333
BellmanFord;60;59;961.696
BellmanFord;6;5;0.732667
BellmanFord;7;6;1.26913
BellmanFord;8;7;1.93147
BellmanFord;9;8;2.47787
